Country,Category,Description,Units,Year,Month,Quantity,Value,M2
Lebanon,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,10,56814,1049796,56814
Lebanon,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,11,31626,673687,31626
Lebanon,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,12,25724,592039,25724
Lesotho,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,1,2684553,13182475,2684553
Lesotho,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,2,3035109,12870739,3035109
Lesotho,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,3,3147145,10223521,3147145
Lesotho,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,4,4258759,16372971,4258759
Lesotho,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,5,2673091,9903551,2673091
Lesotho,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,6,3017517,13345989,3017517
Lesotho,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,7,3631916,15813463,3631916
Lesotho,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,8,1837593,9820177,1837593
Lesotho,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,9,4316590,16539844,4316590
Lesotho,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,10,2825847,9995320,2825847
Lesotho,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,11,2863885,10779815,2863885
Lesotho,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,12,2790085,12549125,2790085
Liberia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,3,682,860,682
Liberia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,5,34,955,34
Liberia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,6,1327,1500,1327
Liberia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,7,42290,277421,42290
Liberia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,8,145,2117,145
Libya,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,4,13,590,13
Libya,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,9,15,1230,15
Lithuania,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,1,44143,1144237,44143
Lithuania,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,2,46581,1121678,46581
Lithuania,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,3,47895,1042678,47895
Lithuania,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,4,45311,1040738,45311
Lithuania,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,5,40395,886325,40395
Lithuania,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,6,34796,750979,34796
Lithuania,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,7,57722,1131199,57722
Lithuania,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,8,53041,1370760,53041
Lithuania,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,9,65155,1304532,65155
Lithuania,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,10,41025,1134712,41025
Lithuania,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,11,48833,982737,48833
Lithuania,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,12,45783,1025616,45783
Luxembourg,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,1,101,1732,101
Luxembourg,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,3,30,1258,30
Luxembourg,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,4,318,7883,318
Luxembourg,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,5,12,956,12
Luxembourg,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,6,814,9678,814
Luxembourg,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,7,36,1524,36
Luxembourg,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,8,80,4028,80
Luxembourg,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,9,409,4006,409
Luxembourg,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,10,196,6510,196
Luxembourg,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,11,159,5487,159
Macau,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,1,543699,4014678,543699
Macau,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,2,473142,3200647,473142
Macau,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,3,476009,3324096,476009
Macau,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,4,261207,2036782,261207
Macau,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,5,384460,2239848,384460
Macau,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,6,891313,5127402,891313
Macau,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,7,1282033,8462487,1282033
Macau,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,8,528573,3727431,528573
Macau,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,9,715674,6107052,715674
Macau,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,10,561047,5675874,561047
Macau,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,11,465218,3221879,465218
Macau,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,12,417856,3939269,417856
Madagascar,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,1,7746519,26962672,7746519
Madagascar,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,2,4856498,20868528,4856498
Madagascar,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,3,9590197,38528259,9590197
Madagascar,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,4,4845037,23464540,4845037
Madagascar,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,5,7072203,30137822,7072203
Madagascar,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,6,6596326,25147614,6596326
Madagascar,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,7,6547691,28346874,6547691
Madagascar,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,8,5509160,27224394,5509160
Madagascar,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,9,9870103,38360716,9870103
Madagascar,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,10,8063276,36559144,8063276
Madagascar,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,11,7389533,28294379,7389533
Madagascar,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,12,6647748,27911382,6647748
Malawi,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,4,12,1562,12
Malaysia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,1,1989028,10145494,1989028
Malaysia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,2,2425923,9179703,2425923
Malaysia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,3,3009785,11045549,3009785
Malaysia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,4,1902091,9884498,1902091
Malaysia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,5,2996241,17383541,2996241
Malaysia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,6,4500959,25078595,4500959
Malaysia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,7,2722549,16499440,2722549
Malaysia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,8,3364855,17272141,3364855
Malaysia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,9,2160073,16381603,2160073
Malaysia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,10,2382939,18762122,2382939
Malaysia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,11,2446670,12672136,2446670
Malaysia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,12,2884372,15796968,2884372
Maldive Islands,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,2,15,1066,15
Maldive Islands,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,9,879,3469,879
Mali,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,1,1933,1230,1933
Mali,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,3,1213,2043,1213
Mali,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,4,1781,2805,1781
Mali,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,6,606,2000,606
Mali,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,7,2901,18857,2901
Mali,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,9,872,1375,872
Mali,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,10,227,480,227
Mali,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,11,493,3720,493
Mali,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,12,4337,3200,4337
Malta,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,1,6704,47079,6704
Malta,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,2,28315,64144,28315
Malta,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,3,37095,69971,37095
Malta,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,4,9475,67902,9475
Malta,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,5,21427,50771,21427
Malta,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,6,9432,57232,9432
Malta,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,7,15134,53322,15134
Malta,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,8,7445,47758,7445
Malta,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,9,6811,48712,6811
Malta,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,10,10930,84134,10930
Malta,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,11,12442,40211,12442
Malta,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,12,20405,65860,20405
Marshall islands,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,1,12,996,12
Marshall islands,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,2,114,1041,114
Marshall islands,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,6,198,600,198
Mauritania,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,1,259,2698,259
Mauritania,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,2,531,45529,531
Mauritania,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,3,9,396,9
Mauritania,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,5,1294,66933,1294
Mauritania,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,6,76,3513,76
Mauritania,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,7,341,22316,341
Mauritania,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,11,171,7509,171
Mauritania,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,12,118,10466,118
Mauritius,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,1,332263,3954479,332263
Mauritius,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,2,443978,5142520,443978
Mauritius,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,3,234864,2753228,234864
Mauritius,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,4,368183,4670428,368183
Mauritius,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,5,291291,2971896,291291
Mauritius,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,6,253010,2401570,253010
Mauritius,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,7,336249,4235448,336249
Mauritius,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,8,368379,4832052,368379
Mauritius,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,9,256805,3507406,256805
Mauritius,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,10,230048,2149428,230048
Mauritius,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,11,205665,2137711,205665
Mauritius,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,12,150600,1735920,150600
Mayotte,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,10,7042,60020,7042
Mayotte,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,12,8060,69045,8060
Mexico,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,1,42108357,191356310,42108357
Mexico,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,2,49647827,212929098,49647827
Mexico,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,3,54330476,218491189,54330476
Mexico,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,4,52749462,219371890,52749462
Mexico,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,5,51442491,216645145,51442491
Mexico,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,6,47874476,222168807,47874476
Mexico,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,7,51138918,232604134,51138918
Mexico,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,8,49482250,232979519,49482250
Mexico,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,9,42365245,211715636,42365245
Mexico,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,10,45660828,238219567,45660828
Mexico,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,11,42314432,216583572,42314432
Mexico,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,12,41141316,208360829,41141316
Moldova,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,1,82900,1460376,82900
Moldova,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,2,35714,811897,35714
Moldova,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,3,114156,1136040,114156
Moldova,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,4,88219,1351455,88219
Moldova,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,5,60588,1268437,60588
Moldova,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,6,83907,1688295,83907
Moldova,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,7,77155,1503012,77155
Moldova,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,8,165914,1772700,165914
Moldova,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,9,59527,1181747,59527
Moldova,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,10,75332,1475902,75332
Moldova,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,11,54320,1211452,54320
Moldova,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,12,83123,1420469,83123
Mongolia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,1,5539,382846,5539
Mongolia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,2,5146,218516,5146
Mongolia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,3,3166,181713,3166
Mongolia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,4,2252,113709,2252
Mongolia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,5,1846,123648,1846
Mongolia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,6,2361,156141,2361
Mongolia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,7,6449,206127,6449
Mongolia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,8,2608,127027,2608
Mongolia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,9,8297,537590,8297
Mongolia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,10,12031,486370,12031
Mongolia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,11,12684,641099,12684
Mongolia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,12,6937,384894,6937
Montenegro,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,3,29,1829,29
Morocco,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,1,1942473,14121325,1942473
Morocco,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,2,2948175,20836845,2948175
Morocco,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,3,3529225,26060564,3529225
Morocco,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,4,3096965,21949558,3096965
Morocco,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,5,4167834,27945248,4167834
Morocco,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,6,3547581,23348557,3547581
Morocco,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,7,3627369,24688425,3627369
Morocco,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,8,3385734,25163473,3385734
Morocco,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,9,2402448,19335261,2402448
Morocco,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,10,2882548,22223944,2882548
Morocco,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,11,2647312,19824603,2647312
Morocco,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,12,1761843,14250849,1761843
Mozambique,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,12,91,679,91
Namibia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,4,872,4330,872
Namibia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,6,45,550,45
Namibia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,9,6,318,6
Namibia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,10,265,4186,265
Namibia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,11,83,2790,83
Namibia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,12,76,2506,76
Nauru,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,1,75,3657,75
Nauru,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,4,2634,103760,2634
Nauru,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,8,12,492,12
Nauru,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,10,30,5026,30
Nauru,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,11,69,2400,69
Nepal,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,1,116252,651079,116252
Nepal,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,2,133776,513514,133776
Nepal,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,3,290859,1012325,290859
Nepal,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,4,179044,616902,179044
Nepal,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,5,204094,821548,204094
Nepal,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,6,110223,625064,110223
Nepal,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,7,218223,1112192,218223
Nepal,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,8,370703,1822155,370703
Nepal,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,9,189398,1506466,189398
Nepal,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,10,233606,1440984,233606
Nepal,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,11,98514,713594,98514
Nepal,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,12,119025,870917,119025
Netherlands,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,1,341226,793180,341226
Netherlands,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,2,131535,440492,131535
Netherlands,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,3,7153,155788,7153
Netherlands,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,4,31200,140201,31200
Netherlands,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,5,13965,141243,13965
Netherlands,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,6,18684,346421,18684
Netherlands,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,7,14078,202145,14078
Netherlands,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,8,7924,222593,7924
Netherlands,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,9,13739,208100,13739
Netherlands,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,10,82580,549071,82580
Netherlands,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,11,17396,211062,17396
Netherlands,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,12,13294,186118,13294
New Caledonia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,4,281,5990,281
New Caledonia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,10,30,2250,30
New Zealand,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,1,11178,131280,11178
New Zealand,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,2,8643,98223,8643
New Zealand,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,3,5668,61042,5668
New Zealand,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,4,10188,161848,10188
New Zealand,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,5,10071,106899,10071
New Zealand,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,6,9348,141030,9348
New Zealand,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,7,9567,88904,9567
New Zealand,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,8,9863,120668,9863
New Zealand,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,9,22541,500503,22541
New Zealand,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,10,15255,260411,15255
New Zealand,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,11,10112,190308,10112
New Zealand,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,12,16701,188876,16701
Nicaragua,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,1,46960052,149171795,46960052
Nicaragua,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,2,51544223,162853483,51544223
Nicaragua,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,3,51613304,164827778,51613304
Nicaragua,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,4,50904939,158209538,50904939
Nicaragua,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,5,51493773,157388013,51493773
Nicaragua,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,6,46405481,145538315,46405481
Nicaragua,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,7,53627505,170730720,53627505
Nicaragua,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,8,57237877,180175684,57237877
Nicaragua,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,9,55724012,176237118,55724012
Nicaragua,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,10,59474474,184754593,59474474
Nicaragua,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,11,45966099,147845862,45966099
Nicaragua,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,12,51834148,163450657,51834148
Niger,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,5,15,523,15
Niger,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,12,49,3040,49
Nigeria,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,1,8202,30240,8202
Nigeria,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,2,6937,27022,6937
Nigeria,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,3,6446,18253,6446
Nigeria,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,4,7018,55875,7018
Nigeria,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,5,9049,50158,9049
Nigeria,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,6,5600,46987,5600
Nigeria,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,7,14908,111962,14908
Nigeria,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,8,17788,58508,17788
Nigeria,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,9,15206,55001,15206
Nigeria,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,10,15094,40620,15094
Nigeria,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,11,24949,35698,24949
Nigeria,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,12,42434,53649,42434
Niue,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,6,72,645,72
North Macedonia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,1,26954,300586,26954
North Macedonia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,2,17513,363112,17513
North Macedonia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,3,11021,296678,11021
North Macedonia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,4,13936,288323,13936
North Macedonia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,5,7764,170158,7764
North Macedonia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,6,10254,238285,10254
North Macedonia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,7,7656,220070,7656
North Macedonia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,8,11688,380485,11688
North Macedonia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,9,5064,169841,5064
North Macedonia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,10,11264,222753,11264
North Macedonia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,11,5371,154041,5371
North Macedonia,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,12,51111,189771,51111
Norway,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,1,5184,70208,5184
Norway,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,2,19016,170730,19016
Norway,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,3,4626,72848,4626
Norway,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,4,6812,92043,6812
Norway,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,5,1992,26255,1992
Norway,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,6,4048,61924,4048
Norway,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,7,11062,53773,11062
Norway,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,8,15572,333039,15572
Norway,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,9,5950,144557,5950
Norway,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,10,12605,310790,12605
Norway,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,11,6677,172170,6677
Norway,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,12,14376,162557,14376
Oman,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,1,69,800,69
Oman,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,2,12,417,12
Oman,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,3,38,470,38
Oman,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,5,13,1091,13
Oman,1,M2 TOTAL APPAREL IMPORTS (MFA),SME,2024,6,13,1093,13
